"OBJECTID"	"ID_AFLORAMENTO"	"ORIGEM"	"METODO_GEOPOSICIONAMENTO"	"TOPONIMIA"	"MUNICIPIO"	"UF"	"GEOLOGO"	"DATA_CADASTRO"	"TIPO_AFLORAMENTO"	"DESCRICAO"	"NUMERO_CAMPO"	"ROCHAS"	"SUREG"	"PROJETO"	"CODIGO_FOLHA"	"FOLHA"	"SHAPE"
34732371	255700	"Oracle"	"GPS Manual pré 25/05/2000"	"BR-242, A SUDESTE DE QUEIMADA  NOVA, MUNICÍPIO OLIVEIRA DOS BREJINHOS"	"Oliveira dos Brejinhos"	"BA"	"Herman Santos Chatalá Loureiro"	24/09/03	"Corte de estrada"	AFLORAMENTO DE RITMITO DE COR VARIADA COMPOSTO POR METAGRAUVACA E METARGILITO. AS METAGRAUVACAS APRESENTAM GRANULOMETRIA NA FRAÇÃO AREIA FINA E SÃO CONSTITUIDAS POR GRÃOS DE QUARTZO E FELDSPATOS IMERSOS NUMA MATRIZ DE MICA BRANCA. OS METARGILITOS SÃO FORMADOS POR MICAS BRANCAS MUITO FINAS ORIENTADAS COM PRESENÇA DE GRÃOS DE QUARTZO FINO DISSEMINADOS. A ROCHA APRESENTA GRAFITE(AMBIENTE REDUTOR) E DE TURMALINA (PRESENÇA DE BORO) SUGERINDO UM AMBIENTE DEPOSICIONAL MARINHO.	"HL-07"	Metagrauvaca, Metargilito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.369546478, -12.414122846, -42.369546478, -12.414122846, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@71157e7e')
34732387	255695	"Oracle"	"GPS Manual pré 25/05/2000"	"BR-242- QUEIMADA  NOVA MUNICÍPIO OLIVEIRA DOS BREJINHOS"	"Oliveira dos Brejinhos"	"BA"	"Herman Santos Chatalá Loureiro"	23/09/03	"Lajedo ou Lajeiro"	EMBASAMENTO GNÁISSICO FORTEMENTE MILONITIZADO COM PRESENÇA DE SEGREGAÇÃO DE QUARTZO, RETROMETAMORFISADO NA FÁCIES XISTO VERDE.	"HL-02"	Ortognaisse tonalítico	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.422356793, -12.377985598, -42.422356793, -12.377985598, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@b508c38')
34732403	255727	"Oracle"	"GPS Manual pré 25/05/2000"	"PEDRA TRÊS IRMÃOS, MUNICÍPIO OLIVEIRA DOS BREJINHOS"	"Oliveira dos Brejinhos"	"BA"	"Herman Santos Chatalá Loureiro"	29/11/03	"Lajedo ou Lajeiro"	METARENITO COM PRESENÇA DE ÓXIDOS DE FERRO EM TORNO DE 2%.	"HL-46"	Metarenito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.370196515, -12.438069965, -42.370196515, -12.438069965, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@384ce47f')
34732419	255718	"Oracle"	"GPS Manual pré 25/05/2000"	"OURICURI, MUNICÍPIO DE SEABRA"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	01/10/03	"Lajedo ou Lajeiro"	ANÁLISES PETROGRÁFICAS CARACTERIZARAM A ROCHA MILONÍTICA COMO UM METAQUARTZO PÓRFIRO HIDROTERMALIZADO E SILICIFICADO COMPOSTO POR 42% DE SERICITA/MOSCOVITA, 38% DE QUARTZO, 5% DE OPACOS E 5% DE CLORITA. SUGERE-SE COMO PROVÁVEL PROVÁVEL PROTÓLITO UM RIOLITO PÓRFIRO OU UM GRANITÓIDE SILICIFICADO.	"HL-33"	Milonito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.091284483, -12.353136894, -42.091284483, -12.353136894, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@7b4980c5')
34732435	255716	"Oracle"	"GPS Manual pré 25/05/2000"	"32 KM A NORTE DE LAGOINHA, MUNICÍPIO DE SEABRA"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	01/10/03	"Encosta de morro"	OCORRÊNCIA DE MILONITO (METAQUARTZO PÓRFIRO) COM QUARTZO LEITOSO. COM	"HL-31"	Milonito, Veio de quartzo	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.080034354, -12.31378771, -42.080034354, -12.31378771, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@2f9070f8')
34732451	255640	"Oracle"	"GPS Manual pré 25/05/2000"	"Olhos D´Água do Antônio Francisco"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	27/02/07	"Rasteiro (Leito de estrada, terraplenagem, etc.)"	METAVULCÂNICA PORFIRÍTICA (METAQUARTZO PÓRFIRO) HIDROTERMALIZADO, FOLIADO, CONSTITUÍDO POR FENOCRISTAIS DE QUARTZO COM TAMANHOS MÉDIOS EM TORNO DE 3 MM DISPERSO EM MATRIZ MICROCRISTALINA COMPOSTA DE SERICITA/MOSCOVITA, QUARTZO E ÓXIDO DE FERRO. OBSERVA-SE TAMBÉM A PRESENÇA DE CONCENTRAÇÕES FERRUGINOSAS (HEMATITA, MAGNETITA) ASSOCIADA A ROCHA.	"HL-148"	Metavulcânica félsica	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.079374342, -12.30771168, -42.079374342, -12.30771168, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@37a6ee8a')
34732467	255719	"Oracle"	"GPS Manual pré 25/05/2000"	"LAGOINHA, MUNICÍPIO DE SEABRA"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	01/10/03	"Corte de estrada"	ROCHA MILONITIZADA COM ASPECTO DE BRECHA COM PRESENÇA DE BANDAS DE ÓXIDOS DE FERRO (HEMATITA, MAGNETITA) ALTERNANDO COM BANDAS DE QUARTZO LEITOSO SUGERINDO ACAMADAMENTO. NOTA-SE EM ALGUNS LOCAIS A PRESENÇA DE VEIOS DE QUARTZO CORTANDO AS BANDAS DE ÓXIDO DE FERRO. ESTE CONJUNTO ENCONTRA-SE ASSOCIADO A UMA FAIXA DE METAQUARTZO PÓRFIRO.	"HL-34"	Milonito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.076874375, -12.346198877, -42.076874375, -12.346198877, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@50e05a4c')
34732483	255643	"Oracle"	"GPS Manual pré 25/05/2000"	"Cerca de 8,0 Km a NW de Palmeira do Mendes, munícipio de Seabra"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	02/06/04	"Leito de rio"	OBSERVA-SE NO METARGILITO A PRESENÇA DE SEIXOS DISPERSOS DE ARGILA PURA E DE METARENITO.	"HL-151"	Metargilito, Metassiltito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.056574256, -12.362436985, -42.056574256, -12.362436985, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@36e6b2ca')
34732499	255721	"Oracle"	"GPS Manual pré 25/05/2000"	"5,5 KM A SW DE PALMEIRA DO MENDES, MUNICÍPIO DE SEABRA"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	02/10/03	"Rasteiro (Leito de estrada, terraplenagem, etc.)"	O MILONITO CORRESPONDE A UM METAQUARTZO PÓRFIRO CISALHADO E HIDROTERMALIZADO COMPOSTO POR PORFIROS DE QUARTZO CINZA ESCURO DISSEMINADOS EM UMA MATRIZ DE SERICITA/MOSCOVITA.	"HL-37"	Milonito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.053644304, -12.41432225, -42.053644304, -12.41432225, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@3d4446e4')
34732515	255649	"Oracle"	"GPS Manual pré 25/05/2000"	"São Lourenço, município de Brotas de Macaúbas"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	27/02/07	"Encosta de morro"	O METARENITO COM PRESENÇA DE ÓXIDO DE FERRO. A ESPESSURA DAS CAMADAS VARIA ENTRE 2 A 15 CM. A MATRIZ DA ROCHA CORRESPONDE A 10% DA ROCHA E É COMPOSTA PREDOMINANTEMENTE DE QUARTZO.	"HL-157"	Metarenito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.214945345, -12.360545775, -42.214945345, -12.360545775, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@7debc7ab')
34732531	255711	"Oracle"	"GPS Manual pré 25/05/2000"	"BR-242, A E FAZENDA TIRIRICA DE BAIXO, MUNICÍPIO DE SEABRA"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	25/09/03	"Corte de estrada"	MILONITO CONSIDERADO METAQUARTZO PÓRFIRO.	"HL-18"	Milonito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.078024476, -12.417260233, -42.078024476, -12.417260233, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@15b41785')
34732547	255715	"Oracle"	"GPS Manual pré 25/05/2000"	"800 M A SUL DE LAGOINHA, MUNICÍPIO DE SEABRA"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	01/10/03	"Corte de estrada"	MILONITO CONSIDERADO METAQUARTZO PÓRFIRO. COM ARGILIZAÇÃO DOS FELDSPATOS, HIDROTERMALISMO E OXIDAÇÃO FERRIGINOSA INERENTE.	"HL-30"	Milonito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.075024367, -12.350134899, -42.075024367, -12.350134899, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@54110e3d')
34732563	255644	"Oracle"	"GPS Manual pré 25/05/2000"	"Fazenda Fundo, município de Seabra"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	27/02/07	"Rasteiro (Leito de estrada, terraplenagem, etc.)"	A ROCHA APRESENTA CORES VARIADAS (BRANCA, AMARELA) E INTERCALAÇÕES DE NÍVEIS ESTREITOS (2 A 8 CM) DE METARGILITO (CONSTITUÍDO POR MINERAIS DE ARGILA, MICA BRANCA E ÓXIDO DE FERRO DISSEMINADO) E METASSILTITO (COMPOSTO PREDOMINANTEMENTE POR QUARTZO SUBANGULOSO).	"HL-152"	Metargilito, Metassiltito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.121494689, -12.351515847, -42.121494689, -12.351515847, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@17a0a2f')
34732579	255641	"Oracle"	"GPS Manual pré 25/05/2000"	"Boca da Palmeira, município de Barra do Mendes"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	27/02/07	"Encosta de morro"		"HL-149"	Metarenito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.058564109, -12.238761358, -42.058564109, -12.238761358, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@5d72b87d')
34732595	255648	"Oracle"	"GPS Manual pré 25/05/2000"	"A 1,5 Km a Sudeste de Solidão, município de Brotas de Macaúbas"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	02/06/04	"Lajedo ou Lajeiro"	A ROCHA APRESENTA UMA FOLIAÇÃO INCIPIENTE E É INTRUSIVO NOS METARENITOS DA FORMAÇÃO OURICU DO OURO. O PLAGIOCLÁSIO ENCONTRA-SE SAUSURITIZADO.	"HL-156"	Diabásio	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.209225302, -12.357930769, -42.209225302, -12.357930769, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@33f4059f')
34732611	255645	"Oracle"	"GPS Manual pré 25/05/2000"	"Proximidades de Solidão, município de Brotas de Macaúbas"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	12/06/04	"Corte de estrada"	METARENITO COM PRESENÇA DE MINERAIS DE ARGILA E ÓXIDO DE FERRO.	"HL-153"	Metarenito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.196555199, -12.345948724, -42.196555199, -12.345948724, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@78352fd5')
34732627	255646	"Oracle"	"GPS Manual pré 25/05/2000"	"Solidão, município de Brotas de Macaúbas"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	27/02/07	"Corte de estrada"	ROCHA COM CORES VARIADAS FORMADA POR INTERCALAÇÕES ESTREITAS DE METARGILITO E METASSILTITO. O METARGILITO APRESENTA AGREGADOS DE ARGILA, MICA BRANCA E ÓXIDO DE FERRO. O METASSILITITO É RICO EM ÓXIDOS DE FERRO.	"HL-154"	Metargilito, Metassiltito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.199865227, -12.350038741, -42.199865227, -12.350038741, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@6ed0cdf0')
34732643	255642	"Oracle"	"GPS Manual pré 25/05/2000"	"Palmeira do Mendes, município de Seabra"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	02/06/04	"Encosta de morro"		"HL-150"	Metarenito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.005943966, -12.408136279, -42.005943966, -12.408136279, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@248245ad')
34732659	255647	"Oracle"	"GPS Manual pré 25/05/2000"	"1,0 Km a SW de Solidão, município de Brotas de Macaúbas"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	27/02/07	"Rasteiro (Leito de estrada, terraplenagem, etc.)"	METARENITO COM CAMADAS ALCANÇANDO ESPESSURAS DE ATÉ 20 CM. CONSTITUÍDO PREDOMINANTEMENTE POR CRISTAIS DE QUARTZO (SUBANGULOSOS A SUBARREDONDADOS). OBSERVA-SE TAMBÉM A PRESENÇA MICA BRANCA E DE ÓXIDOS DE FERRO NA ROCHA.	"HL-155"	Metarenito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.204605268, -12.355782764, -42.204605268, -12.355782764, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@509da7af')
34732675	255639	"Oracle"	"GPS Manual pré 25/05/2000"	"Cerca de 7,0 Km A NW de Palmeira do Mendes"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	01/06/04	"Margem de drenagem"	INTERCALAÇAO ENTRE UM METARGILITO DE CORES VARIADAS (BRANCO, VERMELHO, AMARELO) E METASSILTITO COMPOSTO POR ARGILA E MICA BRANCA.	"HL-147"	Metargilito, Metassiltito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.049154211, -12.366954017, -42.049154211, -12.366954017, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@3146b4b2')
34732691	255652	"Oracle"	"GPS Manual pré 25/05/2000"	"Cerca de 2,7 Km a SW de Ouricuri, município de Seabra"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	04/06/04	"Corte de estrada"	METARENITO ESTRATIFICADO COM CAMADAS MEDINDO CERCA DE 10 CM. OS GRÃOS DE QUARTZO SÃO ANGULOSOS A SUBANGULOSOS. OBSERVA-SE TAMBÉM A PRESENÇA DE ÓXIDOS DE FERRO DISPERSOS.	"HL-161"	Metarenito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.100884573, -12.370987972, -42.100884573, -12.370987972, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@3023b94')
34732707	255717	"Oracle"	"GPS Manual pré 25/05/2000"	"OURICURI, MUNICÍPIO DE SEABRA"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	01/10/03	"Corte de estrada"	INTERLACAÇÃO RITMICA DE DE METASSILTITO (+- 5 CM DE ESPESSURA) E METARGILITO (+- 2 CM DE ESPESSURA).	"HL-32"	Metargilito, Metassiltito	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.096874525, -12.355191897, -42.096874525, -12.355191897, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@1556b435')
34732723	255720	"Oracle"	"GPS Manual pré 25/05/2000"	"5,5 KM A SW DE PALMEIRA DO MENDES, MUNICÍPIO SEABRA"	"Seabra"	"BA"	"Herman Santos Chatalá Loureiro"	02/10/03	"Corte de estrada"	Em lâmina delgada idenfiticou-se a presença de seixos de metabasaltos.	"HL-36"	Metaconglomerado polimítico	"OUTROS"	"Ibitiara-Rio de Contas"	"SD-23-X-B-III"	"Ouricuri do Ouro"	SDE.ST_POINT(1, 1, -42.052794301, -12.416679262, -42.052794301, -12.416679262, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@64532d7f')
34732739	209250	"Oracle"	"Levantamento em carta 1:100.000"	"Cedro do Abaeté - Quartel São João"	"Cedro do Abaeté"	"MG"	"Luiz Marcelo Fontoura Mourão"	30/12/08	""	Dados recadastrados baseado em Borges Lima, O. N. et al., 2007 - Estratigrafia do Grupo Bambuí na Serra da Saudade e Geologia do Depósito Fosfático de Cedro do Abaeté, Minas Gerais.	""	Ritmito	"OUTROS"	""	""	""	SDE.ST_POINT(1, 1, -45.677047565, -19.106577663, -45.677047565, -19.106577663, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@1fa23f39')
34732755	177962	"Mainframe"	"Levantamento em carta 1:250.000"	"Estrada Corumba-Jacadigo Mais Ou Menos 30 Km a Partir Posto Aduaneiro."	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	"Topo de morro"	Local Mais Ou Menos 35 Km Desde Corumba, Lado Esquerdo da Estrada Cascalheira Abandonada Ocupando Uma Area de Mais Ou Menos 500 M2 e Ate 5 M de Profundidade, Constituida de Solo/Saprolito de Calcario, Cor Branca. o Material Retirado Foi Usado na Estrada. do Lado Direito Destacando-Se na Topografia Aparecem Morrotes Formados por Calcario da Formacao Bocaina.	"JM0053C"		"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.834063686, -19.178499074, -57.834063686, -19.178499074, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@d7b5dd')
34732771	145534	"Mainframe"	"Levantamento em carta 1:100.000"	"Estrada Fazenda Sajuta (L,8Km do Ponto Jm-013)"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Zona Plana Arrazada, Solo Tipico de Calcario Cor Cinza Claro, Imaturo, Inesiste Horizonte a e B e Pouco Desenvolvido o Calcario Cinza Calcitico por Vezes Silicificados.	"JM0013B"	Calcário	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.831564356, -19.425999652, -57.831564356, -19.425999652, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@57582d2d')
34732787	145522	"Mainframe"	"Levantamento em carta 1:250.000"	"Morro do Urucum"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	""	Arcosios Ferruginosos em Camadas Variando de Tres a 10cm Formando Pacotes com Dezenas de Metros de Espessura Tendo Intercalados Subordinadamente Camadas de Siltitos / Arenitos. Localmente Predominam os Depositos de Talus e Coluvios Constituido de Material Silticos-Argiloso Englobando Fragmentos de Hematita Fitada e Jaspilito.	"JM0002"	Arcóseo, Siltito	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.69184252, -19.020719053, -57.69184252, -19.020719053, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@4909dcf4')
34732803	177978	"Mainframe"	"Levantamento em carta 1:250.000"	"Sede da Antiga Fazenda Morro Azul"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	""	Ao Longo dos Mais Ou Menos 7 Km de Estrada Entre as Sedes Nova e Velha da Fazenda Morro Azul, Predomina Solo Marron Escuro, de Calcario e Afloramentos E/Ou Rolados de Calcario Calcitico Cinza Escuro Bem Estratificado, com Caracteristicas Semelhantes Aos do Pt-068. as Caracteristicas do Solo por Vezes Bastante Argiloso e Siltoso, Indicam as Possiveis Intercalacoes de Rochas Peliticas.	"JM0069"	Calcário calcítico	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.117951865, -19.870722476, -57.117951865, -19.870722476, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@7bf1b34d')
34732819	177960	"Mainframe"	"Levantamento em carta 1:250.000"	"Canal da Lagoa Jacadigo"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	""	Local Barranca do Canal Que Liga a Lagoa Jacadigo a Parte Alagadica do Pantanal. na Area Aflora as Argilas da Formacao Pantanal (Qp2) em Contato com os Coluvios/Eluvios do Morro Jacadigo.	"JM0053"		"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.823513773, -19.229879219, -57.823513773, -19.229879219, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@5691cbcc')
34732835	177961	"Mainframe"	"Levantamento em carta 1:250.000"	"Estrada Morro Jacadigo/Tromba dos Macacos"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	""	Local Proximidades do Corrego das Pedras, na Lagoa Jacadigo (Em Frente Ao Morro Tromba dos Macacos, Formacao Pantanal (Qp2), Constituida no Local de Material Argilo/Siltoso Semiconsolidado, Rico em Materia Organica.	"JM0053A"		"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.748783366, -19.222939388, -57.748783366, -19.222939388, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@6116cf33')
34732851	177944	"Mainframe"	"Levantamento em carta 1:250.000"	"Morro do Conselho"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	"Material disperso na superfície"	Local Bordo Ne do Morro no Sope da Elevacao, Dentro da Planicie Pantaneira, Deposito de Talus Parcialmente Consolidado ""Conglomerado"" Recente, Constituido de Blocos de Calcario de Angulosos a Arredondados com Matriz Formada de Material Calcitico/Argiloso.	"JM0038"	Conglomerado	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.545173562, -19.675160943, -57.545173562, -19.675160943, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@48fc1b30')
34732867	145527	"Mainframe"	"Levantamento em carta 1:250.000"	"Morro Jacadigo"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	"Amostra de calha"	Local Junto Leito Estrada Corumba-Jacadigo (+/-32km de Corumba) o Solo Tipico de Calcario (Foram Observadas 03 Cascalheiras de Onde Foram Retirado Material Para Encascalhamento da Estrada). Ao Longo da Estrada Predomina Calcario Dolomitico Ate o Contato com os Arcosios da Fm. Urucum na Base do Morro Jacadigo.	"JM0006"	Dolomito	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.826563725, -19.206829158, -57.826563725, -19.206829158, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@7ccf48ee')
34732883	177966	"Mainframe"	"Levantamento em carta 1:250.000"	"Morro do Meio"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	"Encosta de morro"	Local Km-43 da Ms-228 (Porto da Manga), Mais Ou Menos 3,7 Km do Entroncamento Para Albuquerque, no Sentido Corumba-Porto da Manga. Morrote de Calcario a Direita da Estrada, Seguindo Mais Ou Menos 500 M na Encosta Bordo Norte e Calcario Dolomitico (Calcarenito) Cinza Claro, Silicificado, Camadas Amalgamadas, por Vezes Brechado. o Calcario Tem Aspecto Sacaroide e por Vezes Assemelha-Se a Silexito com Fratura Conchoidal. - Seguindo ""Estrada"" de Fazenda, no Bordo Leste, Observa-Se a Intensa Silicificacao Superficial com Ocorrencia de Pequenas Drusas de Quartzo Hialino a Esfumacado e Calcedonia Branca.O Exame das Laminas Jm-56b e C Revelou Tratar-Se de um Calcario Cristalino Ou Mesmo Marmore Levemente Silicificado (Ver Ficha Mina).	"JM0056"	Calcário, Silexito	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.826283777, -19.226269204, -57.826283777, -19.226269204, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@6bebb7ca')
34732899	145528	"Mainframe"	"Levantamento em carta 1:250.000"	"Ms-432Km / Parte Se do Morro Grande"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	26/01/98	"Corte de estrada"	Bordo Se do Morro Grande Afloramento de Arcosio Alterado, Cor Marrom Escuro na Corte da Estrada. Observa-Se Grande Volume de Material Coluvionar Formado de Silte/Argila com Grande Quantidade de Fragmentos de Hematita. no Afloramento as Camadas de Arcosio Estao Bem Estratificadas com 5cm de Espessura.	"JM0007"	Arcóseo	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.516842263, -19.261000051, -57.516842263, -19.261000051, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@10c5a94f')
34732915	177945	"Mainframe"	"Levantamento em carta 1:250.000"	"Morrinho"	"Corumbá"	"MS"	"João Cardoso Ribeiro de Moraes Filho"	30/03/99	""	Morrote Junto a Margem Direita do Rio Paraguai, no Local de Atracacao da Balsa da Br-262, Bordo Se da Elevacao Mega Afloramento de Calcario Dolomitico (Calcarenito) Cor Cinza Claro, Camadas Variando de 5 Cm a Decimetricas, por Vezes Amalgamadas, Muito Fraturado, Apresenta Marca de Carga Estilolitos, Marcas Onduladas. as Camadas Sao Tabulares, Truncadas, Amalgamadas com Dobramentos Suaves (Aparentemente Acomodacao de Camadas).	"JM0039"	Calcário dolomítico	"SUREG-GO"	""	""	""	SDE.ST_POINT(1, 1, -57.414342278, -19.461000775, -57.414342278, -19.461000775, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@1d11dded')
